Player,Span,Matches,Innings,NO,Runs,Highest Score,Average,100's,50's,0's
CG Osborne (CRT),2023-2023,2,2,1,11,8*,11,0,0,0
Owais Ahmed (QAT),2024-2026,18,4,3,11,10*,11,0,0,1
RJG Palmer (JER),2019-2023,10,3,3,11,5*,-,0,0,0
S Pillay (SEY),2026-2026,1,1,0,11,11,11,0,0,0
Moshiur Rahman (EST),2021-2022,4,3,2,11,5,11,0,0,0
U Ranchod (ZIM),1992-1993,4,3,1,11,7,5.5,0,0,0
RT Rubbi (INA),2024-2024,2,2,0,11,9,5.5,0,0,0
Saad Ali (PAK),2019-2019,2,2,0,11,7,5.5,0,0,0
Sohel Ebrahim Desai (PAN),2024-2024,5,5,1,11,5*,2.75,0,0,2
KK Sharma (SVN),2024-2025,4,3,2,11,8*,11,0,0,0
R Sharma (HKG),2004-2004,2,2,0,11,10,5.5,0,0,0
CK Singh (WI),1960-1960,2,3,0,11,11,3.66,0,0,2
J Slight (AUS),1880-1880,1,2,0,11,11,5.5,0,0,1
C Stephenson (Blz),2024-2024,5,4,0,11,8,2.75,0,0,1
GB Street (ENG),1923-1923,1,2,1,11,7*,11,0,0,0
GA Stuurman (SA),2021-2022,3,2,0,11,11,5.5,0,0,1
Suresh Kumar (Peru),2019-2019,2,2,1,11,10*,11,0,0,0
Syed Amanullah (GRC),2021-2021,4,2,1,11,11*,11,0,0,1
Syed Tameem (QAT),2022-2022,1,1,0,11,11,11,0,0,0
Tanveer Ahmed (HKG),2016-2018,11,6,5,11,7*,11,0,0,1
RA Tappin (BHM),2025-2025,4,4,0,11,6,2.75,0,0,1
A Tripathi (MEX),2019-2025,10,6,2,11,6,2.75,0,0,0
M Tuilaepa (Samoa),2023-2023,2,2,1,11,9*,11,0,0,0
W Uisuk (THA),2020-2020,4,4,0,11,5,2.75,0,0,0
TCW Veillard (GUE),2019-2019,4,2,1,11,8,11,0,0,0
MG Waite (AUS),1938-1938,2,3,0,11,8,3.66,0,0,1
KA Walter (SA),1961-1961,2,3,0,11,10,3.66,0,0,1
BT Watambwa (ZIM),2001-2002,6,8,5,11,4*,3.66,0,0,2
JG Williamson (SCOT),1999-1999,2,2,0,11,10,5.5,0,0,0
B Yograj Singh (IND),1980-1981,7,6,2,11,6,2.75,0,0,1
Zahid Shah (UAE),2008-2008,2,2,2,11,6*,-,0,0,0
Abdul Rahman (AFG),2023-2023,3,3,1,10,4*,5,0,0,0
Acrey Hugo (TAN),2025-2025,4,2,2,10,10*,-,0,0,0
KK Ahmed (IND),2018-2024,29,5,3,10,5,5,0,0,0
Akif Javed (PAK),2025-2025,3,3,1,10,8,5,0,0,0
Ali Hasan (ITA),2022-2026,11,4,1,10,10*,3.33,0,0,3
Ali Rasool (BUL),2024-2025,9,3,1,10,4*,5,0,0,0
MA Aponso (SL),2016-2018,12,8,4,10,4,2.5,0,0,2
PUKK Arachchige (FIN),2025-2025,3,3,0,10,4,3.33,0,0,0
Ashar Abbas (CRC),2026-2026,3,3,1,10,10*,5,0,0,2
Ashish Bam (CYP),2025-2026,5,3,2,10,9*,10,0,0,1
A Ashok (NZ),2023-2026,4,1,0,10,10,10,0,0,0
K Babu (SKOR),2025-2025,8,7,5,10,3*,5,0,0,0
H Beresford-Peirse (CRT),2025-2025,3,2,0,10,7,5,0,0,0
K Boniface (NGA),2025-2025,6,4,2,10,4,5,0,0,1
D Brown (WI),2001-2002,3,2,1,10,9,10,0,0,0
B Casson (AUS),2008-2008,1,1,0,10,10,10,0,0,0
DKJ Claude (CIV),2024-2024,5,5,0,10,5,2,0,0,1
R Cunningham (GIBR),2021-2022,7,3,3,10,7*,-,0,0,0
SW Currie (SCOT),2024-2024,3,2,0,10,5,5,0,0,0
H Dean (ENG),1912-1912,3,4,2,10,8,5,0,0,1
DLS de Silva (SL),1979-1979,2,1,0,10,10,10,0,0,0
WRS de Silva (SL),2002-2007,3,2,1,10,5*,10,0,0,0
GM Emmett (ENG),1948-1948,1,2,0,10,10,5,0,0,1
JJ Esmeijer (NED),2002-2003,6,5,1,10,7,2.5,0,0,3
Fareed Shius (MDV),2023-2023,2,1,0,10,10,10,0,0,0
PLS Gamage (SL),2014-2018,14,13,7,10,3,1.66,0,0,1
S Gantulga (MNG),2024-2024,6,6,0,10,6,1.66,0,0,2
B Geeves (AUS),2008-2009,3,2,2,10,10*,-,0,0,0
ESH Giddins (ENG),1999-2000,4,7,3,10,7,2.5,0,0,3
S Hallett (Peru),2019-2019,4,4,0,10,5,2.5,0,0,1
JN Hamilton (WI),2019-2021,2,3,0,10,5,3.33,0,0,1
J Hansrod (SWA),2021-2021,4,3,0,10,7,3.33,0,0,0
JR Hodges (AUS),1877-1877,2,4,1,10,8,3.33,0,0,1
CL Johnson (SA),1896-1896,1,2,0,10,7,5,0,0,0
AV Kale (IND),2003-2003,1,1,0,10,10,10,0,0,0
G Kaltongga (VAN),2019-2019,3,2,0,10,10,5,0,0,1
A Karvelas (GRC),2022-2022,1,1,0,10,10,10,0,0,0
M Leporoporo (LES),2021-2024,7,4,2,10,5,5,0,0,0
NJ MacRae (SCOT),2006-2006,2,2,0,10,8,5,0,0,0
CA Marshall (CAN),1979-1979,2,2,0,10,8,5,0,0,0
A Martin (WI),2011-2011,10,6,5,10,4*,10,0,0,0
Ma Qiancheng (CHN),2023-2024,11,7,2,10,7,2,0,0,2
Milad Momend (LUX),2023-2025,13,8,3,10,6,2,0,0,4
Mohammed Nadeem (QAT),2019-2024,43,10,7,10,4*,3.33,0,0,2
BD Morrison (NZ),1963-1963,1,2,0,10,10,5,0,0,1
Mutte Ikram (HUN),2025-2025,1,1,0,10,10,10,0,0,0
N Ndouteng (CAM),2021-2023,5,4,2,10,9*,5,0,0,1
S Nerandzic (SRB),2019-2022,3,2,0,10,5,5,0,0,0
YM Nkanya (TAN),2022-2026,55,13,7,10,4*,1.66,0,0,6
AM Pai (IND),1969-1969,1,2,0,10,9,5,0,0,0
J Pakeman (Blz),2024-2024,5,3,0,10,7,3.33,0,0,1
KE Palmer (ENG),1965-1965,1,1,0,10,10,10,0,0,0
BMW Patterson (SCOT),1999-1999,3,3,0,10,10,3.33,0,0,2
SL Perera (GHA),2019-2019,2,2,0,10,7,5,0,0,0
JE Pitcher (BER),2019-2023,9,3,3,10,5*,-,0,0,0
B Pondani (MWI),2021-2026,38,7,5,10,6,5,0,0,1
P Raho (PNG),2014-2016,3,2,2,10,8*,-,0,0,0
Rajkumar Rajendran (MAS),2024-2024,3,2,0,10,8,5,0,0,0
TJ Ramphoma (LES),2024-2024,4,4,1,10,5,3.33,0,0,1
SHA Rance (NZ),2017-2019,10,3,0,10,8,3.33,0,0,0
KTH Ratnayake (SL),2025-2025,2,2,0,10,10,5,0,0,1
SF Rehman (PAK),1958-1958,1,2,0,10,8,5,0,0,0
GA Reynold (Blz),2019-2019,3,2,1,10,6*,10,0,0,0
DL Richards (STHEL),2022-2022,5,4,1,10,4,3.33,0,0,0
Salman Nazar (CAN),2021-2022,8,1,0,10,10,10,0,0,0
RL Sanghvi (IND),1998-2001,11,4,0,10,8,2.5,0,0,2
A Sathyan (CRT),2024-2024,2,2,1,10,10,10,0,0,0
Shamyl Hussain (PAK),2026-2026,2,2,0,10,6,5,0,0,0
Shariful Haque (BAN),1998-1998,1,1,0,10,10,10,0,0,0
LK Sharma (MEX),2024-2024,1,1,0,10,10,10,0,0,0
Shujaat Rasool (BHR),2026-2026,2,1,0,10,10,10,0,0,0
KN Singh (SUR),2026-2026,5,1,1,10,10*,-,0,0,0
S Srikanth (SGP),2022-2022,1,1,0,10,10,10,0,0,0
MP Stead (CAN),1979-1979,2,2,0,10,10,5,0,0,1
Surya Tamang (NEP),2024-2024,2,1,1,10,10*,-,0,0,0
T Yotharat (THA),2022-2025,6,3,3,10,6*,-,0,0,0
N Thushara (SL),2022-2026,30,10,8,10,6,5,0,0,1
D Traore (Mali),2022-2023,7,5,2,10,6,3.33,0,0,2
JPF Travers (AUS),1902-1902,1,2,0,10,9,5,0,0,0
T Tumursukh (MNG),2023-2024,10,10,4,10,6*,1.66,0,0,5
Uzair Amir (QAT),2023-2023,2,2,0,10,10,5,0,0,1
MDJ Walker (NZ),2003-2003,3,1,0,10,10,10,0,0,0
PK Wijetunge (SL),1993-1993,1,2,0,10,10,5,0,0,1
ER Wilson (ENG),1921-1921,1,2,0,10,5,5,0,0,0
WA Wisneski (NZ),2000-2000,3,2,1,10,6,10,0,0,0
T Wuatai (COK),2024-2025,6,4,2,10,7*,5,0,0,1
BAA Zammitt (GIBR),2023-2023,3,3,0,10,9,3.33,0,0,1
AK Zesers (AUS),1987-1987,2,2,2,10,8*,-,0,0,0
Aminullah Tanha (NOR),2022-2025,5,5,0,9,4,1.8,0,0,2
T Amresh (CRC),2026-2026,2,2,0,9,7,4.5,0,0,0
Anam Mollik (ITA),2019-2019,2,1,0,9,9,9,0,0,0
S Banamali (SGP),2024-2024,5,2,1,9,8*,9,0,0,0
HH Banner (Blz),2019-2019,3,2,1,9,6,9,0,0,0
CE Bulfin (NZ),1999-1999,4,2,1,9,7*,9,0,0,0
SJ Cameron (SCOT),2018-2018,2,2,1,9,8*,9,0,0,0
SJ Chalmers (SCOT),2009-2009,2,1,1,9,9*,-,0,0,0
LJ Coldwell (ENG),1962-1964,7,7,5,9,6*,4.5,0,0,1
NA David (IND),1997-1997,4,2,2,9,8*,-,0,0,0
EQ Davies (SA),1936-1939,5,8,3,9,3,1.8,0,0,2
M de Lange (SA),2011-2016,12,2,0,9,9,4.5,0,0,1
GN de Silva (SL),1983-1985,4,2,1,9,7,9,0,0,0
A Dhingra (LUX),2021-2023,18,7,4,9,5*,3,0,0,1
RR Dower (SA),1899-1899,1,2,0,9,9,4.5,0,0,1
Fahad Usman (UAE),2004-2004,2,2,0,9,9,4.5,0,0,1
Faisal Athar (PAK),2003-2003,1,1,0,9,9,9,0,0,0
RS Fernando (SL),2023-2023,1,1,0,9,9,9,0,0,0
D Hardware (),2025-2025,2,2,1,9,7*,9,0,0,0
RW Hartley (SRB),2024-2025,4,3,2,9,5*,9,0,0,1
A Hearne (ENG),1892-1892,1,1,0,9,9,9,0,0,0
J Hull (ENG),2024-2024,1,2,1,9,7*,9,0,0,0
AN Hyobeom (SKOR),2022-2024,6,3,0,9,4,3,0,0,0
Ibrahim Kursad Dalyan (TKY),2024-2024,3,3,1,9,6,4.5,0,0,0
Iftikhar Kankhel (BEL),2025-2025,11,4,2,9,8*,4.5,0,0,1
Itibarshah Deedar (AUT),2022-2025,11,4,3,9,5*,9,0,0,1
NA Janes (THA),2019-2019,2,2,0,9,9,4.5,0,0,1
HR Johnson (USA),2004-2004,2,2,1,9,9,9,0,0,0
TF Johnson (WI),1939-1939,1,1,1,9,9*,-,0,0,0
MW Jones (SCOT),2025-2025,3,1,0,9,9,9,0,0,0
LR Joslin (AUS),1968-1968,1,2,0,9,7,4.5,0,0,0
A Kapoor (CAN),2022-2022,2,1,1,9,9*,-,0,0,0
V Khanduri (CYP),2024-2024,4,3,1,9,6,4.5,0,0,1
W Landman (SWZ),2023-2023,3,3,0,9,5,3,0,0,0
Lovepreet Singh (UAE),2023-2023,2,2,0,9,6,4.5,0,0,0
J McIlwraith (AUS),1886-1886,1,2,0,9,7,4.5,0,0,0
Y Mitari (RWN),2021-2022,19,8,4,9,3*,2.25,0,0,2
JQK Moala (Fiji),2024-2024,6,4,0,9,5,2.25,0,0,1
Mohammad Abrar (QAT),2025-2025,4,2,1,9,8*,9,0,0,0
Mohammad Khalil (PAK),2004-2005,5,5,2,9,5,3,0,0,1
Mohammad Mohsin (USA),2026-2026,4,3,1,9,8,4.5,0,0,1
PG Nana (EAf),1975-1975,3,3,2,9,8*,9,0,0,1
BM Narasimha (MEX),2023-2026,3,2,1,9,6*,9,0,0,0
NO Norton (SA),1910-1910,1,2,0,9,7,4.5,0,0,0
KN Peiris (SL),2024-2025,3,4,1,9,5,3,0,0,2
WKD Perkins (WI),2008-2008,1,1,0,9,9,9,0,0,0
VRCF Poubel (BRA),2019-2024,5,5,2,9,5*,3,0,0,2
A Poulose (OMA),2017-2017,3,3,0,9,9,3,0,0,2
Prashant Shukla (SWE),2023-2024,6,2,2,9,6*,-,0,0,0
GY Prastama (INA),2023-2023,4,3,2,9,5*,9,0,0,0
RJ Quiney (AUS),2012-2012,2,3,0,9,9,3,0,0,2
Rashid Zia (USA),2004-2004,2,2,0,9,8,4.5,0,0,0
Riaz Afridi (PAK),2004-2004,1,1,0,9,9,9,0,0,0
GF Rorke (AUS),1959-1959,4,4,2,9,7,4.5,0,0,1
S Rukmal (SEY),2022-2026,16,7,4,9,5*,3,0,0,3
Safvan Patel (PAN),2025-2025,2,1,0,9,9,9,0,0,0
Sakib Hasan (SRB),2019-2019,2,2,0,9,8,4.5,0,0,0
TNM Soleh (INA),2025-2025,1,1,0,9,9,9,0,0,0
Salman Mirza (PAK),2025-2026,17,5,3,9,4*,4.5,0,0,1
Sanjay Kumar (HUN),2021-2021,2,2,1,9,8,9,0,0,0
BN Schultz (SA),1992-1997,10,8,2,9,6,1.5,0,0,3
AK Sengupta (IND),1959-1959,1,2,0,9,8,4.5,0,0,0
Shagharai Sefat (BEL),2021-2023,10,5,1,9,4,2.25,0,0,1
H Shah (NEP),2022-2022,3,3,1,9,8,4.5,0,0,0
O Shields (WI),2025-2025,2,3,0,9,9,3,0,0,2
R Smith (BHM),2024-2025,8,6,2,9,5,2.25,0,0,2
Soochan Park (SKOR),2022-2022,2,1,0,9,9,9,0,0,0
GP Sulzberger (NZ),2000-2000,3,2,1,9,6*,9,0,0,0
Sumit Singh (FIN),2023-2023,2,2,0,9,7,4.5,0,0,0
FW Tate (ENG),1902-1902,1,2,1,9,5*,9,0,0,0
DS Tomlinson (SA),1935-1935,1,1,0,9,9,9,0,0,0
T Wangchuk jnr (BHU),2019-2019,2,2,0,9,9,4.5,0,0,1
Yadwinder Singh (HUN),2023-2023,1,1,1,9,9*,-,0,0,0
K Yamamoto-Lake (JPN),2024-2026,6,1,0,9,9,9,0,0,0
Zuhair Muhammad (KSA),2024-2024,3,3,0,9,5,3,0,0,0
Abbas Saad (KSA),2019-2019,2,2,0,8,8,4,0,0,1
Abdulla Bhoola (PAN),2023-2025,4,3,1,8,7*,4,0,0,1
Abdul Salam Khan (KSA),2025-2025,2,2,1,8,7*,8,0,0,0
Adil Butt (KSA),2020-2020,3,2,1,8,6*,8,0,0,0
Agha Saadat Ali (PAK),1955-1955,1,1,1,8,8*,-,0,0,0
Alamgir Kabir (BAN),2002-2004,3,5,1,8,4,2,0,0,2
MC Alex (CIV),2024-2024,5,5,0,8,5,1.6,0,0,1
M Altankhuyag (MNG),2023-2023,2,2,0,8,8,4,0,0,1
S Appu (MLT),2019-2019,4,4,1,8,6,2.66,0,0,0
Asif Iqbal (1) (UAE),2015-2015,1,1,0,8,8,8,0,0,0
Azim Patel (LES),2026-2026,3,3,0,8,8,2.66,0,0,2
B Banerjee (MEX),2019-2019,6,4,2,8,6*,4,0,0,2
Baz Aybui (SWE),2021-2022,10,3,2,8,5*,8,0,0,0
E Bhonkar (ISR),2024-2024,3,3,0,8,3,2.66,0,0,0
JR Bracey (ENG),2021-2021,2,3,0,8,8,2.66,0,0,2
BS Browne (WI),1994-1994,4,3,2,8,8*,8,0,0,1
P Buccimazza (POR),2019-2021,7,3,1,8,6*,4,0,0,0
N Casson (Falk),2025-2025,5,5,2,8,3*,2.66,0,0,1
HS Chang (WI),1979-1979,1,2,0,8,6,4,0,0,0
Charanjeet Singh (ITA),2019-2019,3,2,2,8,8*,-,0,0,0
A Chenthamara (KUW),2025-2026,11,3,3,8,5*,-,0,0,0
AS Dean (CAN),2008-2013,2,2,0,8,7,4,0,0,0
P Dharmani (IND),1996-1996,1,1,0,8,8,8,0,0,0
UG Dowe (WI),1971-1973,4,3,2,8,5*,8,0,0,0
FJ Durston (ENG),1921-1921,1,2,1,8,6*,8,0,0,0
R Edwards (CAY),2025-2026,10,3,1,8,8*,4,0,0,2
TL Fernando (SL),1989-1989,1,1,0,8,8,8,0,0,0
JC Gamage (SL),1995-1995,4,2,2,8,7*,-,0,0,0
Gholam Nousher (BAN),1986-1990,9,3,2,8,4,8,0,0,0
N Gordon (SA),1938-1939,5,6,2,8,7*,2,0,0,3
Hafizur Rahman (BAN),1986-1986,2,1,0,8,8,8,0,0,0
JB Hakizimana (RWN),2022-2022,2,2,0,8,8,4,0,0,1
J Harry (AUS),1895-1895,1,2,0,8,6,4,0,0,0
Hazrat Luqman (UAE),2024-2024,2,1,0,8,8,8,0,0,0
M Henderson (NZ),1930-1930,1,2,1,8,6,8,0,0,0
CFW Hime (SA),1896-1896,1,2,0,8,8,4,0,0,1
KH Butt (HKG),2008-2008,2,2,0,8,4,4,0,0,0
Ibrar Ahmad (HUN),2025-2025,3,2,0,8,8,4,0,0,1
E Isaneez (UGA),2019-2019,3,2,2,8,7*,-,0,0,0
K Jack (),2025-2025,3,2,0,8,4,4,0,0,0
Jalal-ud-Din (PAK),1982-1985,14,5,2,8,5,2.66,0,0,1
DJ Johnson (IND),1996-1996,2,3,1,8,5,4,0,0,0
S Kalavitigoda (SL),2005-2005,1,2,0,8,7,4,0,0,0
Karan Singh (CYP),2026-2026,2,2,0,8,4,4,0,0,0
K Kekez (CRT),2024-2024,3,3,1,8,6,4,0,0,1
Khalil Gurbaz (AFG),2025-2025,1,2,0,8,6,4,0,0,0
RK Kiseto (TAN),2021-2022,13,5,1,8,5,2,0,0,1
Kristan Tillett (Blz),2024-2024,4,3,1,8,4,4,0,0,0
Kuldeep Singh (PHI),2019-2019,4,3,0,8,6,2.66,0,0,0
NCK Liyanage (MAS),2019-2019,6,3,1,8,8,4,0,0,1
HSB Love (AUS),1933-1933,1,2,0,8,5,4,0,0,0
MA Lynch (ENG),1988-1988,3,3,0,8,6,2.66,0,0,1
DAN McRae (NZ),1946-1946,1,2,0,8,8,4,0,0,1
NA Mallender (ENG),1992-1992,2,3,0,8,4,2.66,0,0,0
I Mansaray (SLE),2021-2021,4,3,1,8,5*,4,0,0,0
NE Marshall (WI),1955-1955,1,2,0,8,8,4,0,0,1
T Mayes (IRE),2025-2025,2,1,1,8,8*,-,0,0,0
BD Milburn (NZ),1969-1969,3,3,2,8,4*,8,0,0,1
TS Mills (ENG/ICC),2016-2023,16,5,2,8,7,2.66,0,0,2
Mufasir-ul-Haq (PAK),1965-1965,1,1,1,8,8*,-,0,0,0
NZ Nhaduate (MOZ),2023-2023,2,1,0,8,8,8,0,0,0
GWF Overton (NZ),1953-1954,3,6,1,8,3*,1.6,0,0,2
AL Padmore (WI),1976-1976,2,2,1,8,8*,8,0,0,1
KJ Patel (SEY),2021-2021,6,3,3,8,8*,-,0,0,0
GH Pope (ENG),1947-1947,1,1,1,8,8*,-,0,0,0
Rafiulah Alokozai (BEL),2025-2025,7,3,0,8,7,2.66,0,0,1
CR Rangachari (IND),1948-1948,4,6,3,8,8*,2.66,0,0,3
SS Raul (IND),1998-1998,2,2,0,8,8,4,0,0,1
CA Reid (USA),2004-2004,2,2,0,8,6,4,0,0,0
S Rengarajan (CZK-R),2020-2020,3,2,2,8,6*,-,0,0,0
JB Richards (BOT),2025-2025,2,2,2,8,7*,-,0,0,0
Ronitkumar Ahir (PAN),2025-2025,3,2,0,8,6,4,0,0,0
T Sangha (AUS),2023-2025,11,4,3,8,5*,8,0,0,1
KV Sharma (IND),2014-2014,4,2,1,8,4*,8,0,0,0
S Simpson (JER),2024-2024,2,1,1,8,8*,-,0,0,0
Simranjit Singh (ITA),2019-2019,1,1,0,8,8,8,0,0,0
U Sofi (Samoa),2022-2022,3,1,0,8,8,8,0,0,0
Sohail Butt (UAE),1994-1994,2,2,1,8,6*,8,0,0,0
Sunil (CAY),2025-2025,1,1,1,8,8*,-,0,0,0
Tayyeb Javed (TLS),2025-2025,1,1,0,8,8,8,0,0,0
Usman Shinwari (PAK),2013-2019,34,7,4,8,6,2.66,0,0,2
S Vaz (POR),2025-2025,3,2,1,8,7,8,0,0,0
DM Vonhagt (SL),1985-1985,1,1,0,8,8,8,0,0,0
S Weleilakeba (Fiji),2022-2022,3,1,0,8,8,8,0,0,0
HS Williams (SA),1999-2000,7,2,1,8,7,8,0,0,0
JT Willoughby (SA),1896-1896,2,4,0,8,5,2,0,0,2
Xie Kunkun (CHN),2023-2023,4,4,0,8,5,2,0,0,1
Yasar Idrees (KUW),2019-2019,1,1,0,8,8,8,0,0,0
Zahir Khan (AFG),2019-2024,11,12,6,8,4*,1.33,0,0,6
Zaman Khan (PAK),2023-2024,11,2,2,8,8*,-,0,0,0
Zulqarnain Haider (ESP),2019-2022,11,4,1,8,4,2.66,0,0,1
Aftab Hussain (HKG),2020-2022,10,3,3,7,5*,-,0,0,0
K Akurugoda (HUN),2022-2022,2,2,0,7,7,3.5,0,0,1
RW Ali (KENYA),1996-1997,9,3,3,7,6*,-,0,0,0
Aminul Islam (CYP),2025-2025,1,1,1,7,7*,-,0,0,0
Arshad Mazarzei (Iran),2020-2020,3,3,0,7,5,2.33,0,0,0
Ashraful Shuvo (EST),2021-2021,3,2,0,7,5,3.5,0,0,0
SVE Bharathi (GER),2020-2023,37,6,2,7,4*,1.75,0,0,3
E Bosch (SA),2025-2025,1,1,1,7,7*,-,0,0,0
NB Budayair (NEP),2014-2014,4,3,1,7,5,3.5,0,0,1
C Cassell (SCOT),2024-2025,8,3,1,7,4,3.5,0,0,0
MT Chinouya (ZIM),2013-2016,4,6,3,7,6*,2.33,0,0,2
FJ Cook (SA),1896-1896,1,2,0,7,7,3.5,0,0,1
DK Dahani (Iran),2020-2020,3,3,0,7,4,2.33,0,0,1
DC Delany (IRE),2019-2019,8,2,0,7,7,3.5,0,0,1
S Dhakal (NEP),2022-2024,14,9,8,7,4*,7,0,0,0
MR Dorgan (SRB),2021-2021,3,2,1,7,4,7,0,0,0
J Drysdale (USA),2024-2025,15,5,4,7,4*,7,0,0,1
KG Duers (ZIM),1992-1992,6,2,1,7,5,7,0,0,0
S Elayaperumal (MEX),2024-2024,5,5,0,7,3,1.4,0,0,1
Faizalmahmed Patel (SWZ),2023-2023,2,1,1,7,7*,-,0,0,0
Fawad Ahmed (AUS),2013-2013,5,2,2,7,4*,-,0,0,0
Fazil Rahman (MLT),2023-2023,6,5,2,7,6*,2.33,0,0,3
WHB Frank (SA),1896-1896,1,2,0,7,5,3.5,0,0,0
WCA Ganegama (SL),2001-2006,4,2,0,7,7,3.5,0,0,1
MD Garratt (GIBR),2019-2021,8,4,2,7,4,3.5,0,0,0
WT Gavera (PNG),2014-2017,10,3,1,7,4*,3.5,0,0,0
RHM Hands (SA),1914-1914,1,2,0,7,7,3.5,0,0,1
RI Harford (NZ),1968-1968,3,5,2,7,6,2.33,0,0,1
VR Hogg (ZIM),1983-1983,2,1,1,7,7*,-,0,0,0
V Hristov (BUL),2021-2023,4,2,0,7,5,3.5,0,0,0
SJ Hughes-Pinan (ESP),2024-2025,7,2,2,7,6*,-,0,0,0
Jahangir Alam Talukdar (BAN),1990-1990,2,1,1,7,7*,-,0,0,0
R Jones (Blz),2024-2024,3,1,0,7,7,7,0,0,0
E Karimi (DEN),2023-2025,11,5,2,7,2,2.33,0,0,0
P Karoho (PNG),2025-2025,1,1,0,7,7,7,0,0,0
G Kuthalingham (),2025-2025,3,2,1,7,5*,7,0,0,0
Lee Hyosin (SKOR),2025-2025,4,2,1,7,7*,7,0,0,1
WHV Levett (ENG),1934-1934,1,2,1,7,5,7,0,0,0
TG McMahon (NZ),1955-1956,5,7,4,7,4*,2.33,0,0,2
DV Macome (MOZ),2022-2024,18,5,2,7,6,2.33,0,0,1
DSK Madushanka (SL),2018-2018,3,1,0,7,7,7,0,0,0
B Masauko (MWI),2022-2023,11,5,2,7,5*,2.33,0,0,1
J Matharu (CAN),2021-2025,9,2,2,7,7*,-,0,0,0
AM Matheson (NZ),1930-1931,2,1,0,7,7,7,0,0,0
W Mead (ENG),1899-1899,1,2,0,7,7,3.5,0,0,1
Muhammad Salman (BHR),2024-2026,18,4,2,7,6,3.5,0,0,0
Munir Malik (PAK),1959-1962,3,4,1,7,4,2.33,0,0,1
E Ndubudem (NGA),2025-2025,7,4,2,7,4,3.5,0,0,1
S Nyalchand (IND),1952-1952,1,2,1,7,6*,7,0,0,0
RB Patel (BUL),2020-2021,10,3,3,7,3*,-,0,0,0
M Pushpakumara (SL),2009-2010,4,1,1,7,7*,-,0,0,0
Qasim Anwar (CYP),2021-2021,4,2,0,7,6,3.5,0,0,0
Rafiqul Islam (BAN),2002-2002,2,3,0,7,6,2.33,0,0,1
AK Roger (CIV),2024-2024,3,3,0,7,4,2.33,0,0,1
S Savkovic (SRB),2025-2025,2,2,0,7,5,3.5,0,0,0
Saqib Naveed (EST),2021-2022,4,2,1,7,4*,7,0,0,0
DA Senthil (BOT),2026-2026,1,1,0,7,7,7,0,0,0
Shahid Israr (PAK),1976-1976,1,1,1,7,7*,-,0,0,0
Shakkir Kassim (QAT),2025-2025,1,1,0,7,7,7,0,0,0
KJ Silva (SL),1995-1998,8,5,2,7,6*,2.33,0,0,3
D Siva Kumar (USA),2022-2022,1,1,0,7,7,7,0,0,0
H Smith (ENG),1928-1928,1,1,0,7,7,7,0,0,0
J Southerton (ENG),1877-1877,2,3,1,7,6,3.5,0,0,1
NA Statham (NED),2003-2009,3,3,0,7,7,2.33,0,0,2
TJ Stephenson (Blz),2019-2021,4,1,1,7,7*,-,0,0,0
Suhail Sadiq (LUX),2019-2019,2,1,1,7,7*,-,0,0,0
Sumair Khan (MLT),2019-2019,1,1,0,7,7,7,0,0,0
R Swart (BOT),2023-2023,4,3,1,7,6*,3.5,0,0,1
S Tabuisulu (Fiji),2023-2024,10,5,1,7,3,1.75,0,0,1
Umran Malik (IND),2022-2023,18,6,5,7,4*,7,0,0,1
RF van Oosterom (NED),1996-2002,3,3,2,7,5*,7,0,0,1
E Van Reenen (SRB),2024-2024,3,2,0,7,5,3.5,0,0,0
A Warren (ENG),1905-1905,1,1,0,7,7,7,0,0,0
DM Washington (WI),2005-2005,1,1,1,7,7*,-,0,0,0
SG Whittingham (SCOT),2017-2019,8,4,2,7,3*,3.5,0,0,0
GEC Wood (ENG),1924-1924,3,2,0,7,6,3.5,0,0,0
M Yambayamba (Zamb),2025-2025,8,4,3,7,3*,7,0,0,0
Zahoor Ahmad (KSA),2025-2025,4,2,0,7,6,3.5,0,0,0
Abdollah Ahmadzai (AFG),2025-2026,9,3,2,6,6*,6,0,0,1
Absar Khan (DEN),2021-2021,2,2,1,6,4*,6,0,0,0
BP Adapaka (HUN),2022-2023,17,7,4,6,2,2,0,0,1
MKDI Amerasinghe (SL),2007-2008,9,6,6,6,5*,-,0,0,0
SRMJJ Arachchilage (CYP),2022-2022,4,3,2,6,6,6,0,0,0
Aritra Bhakat (SWE),2025-2025,2,2,1,6,3*,6,0,0,0
V Ateak (GHA),2019-2026,11,2,1,6,5,6,0,0,0
Baljinder Singh (ROM),2023-2023,1,1,0,6,6,6,0,0,0
JW Bartlett (Chile),2023-2023,2,2,0,6,5,3,0,0,0
Basiru Jaye (GMB),2024-2024,2,1,0,6,6,6,0,0,0
E Batkhuyag (MNG),2024-2024,4,4,1,6,4*,2,0,0,1
Abdullah Mohd Yousaf (BHR),2025-2026,3,1,0,6,6,6,0,0,0
MA Beer (AUS),2011-2012,2,3,1,6,2*,3,0,0,0
R Berry (ENG),1950-1950,2,4,2,6,4*,3,0,0,1
AR Bhat (IND),1983-1983,2,3,1,6,6,3,0,0,1
Bhupinder Singh snr (IND),1994-1994,2,1,0,6,6,6,0,0,0
A Brownlee (Falk),2025-2025,3,3,2,6,3*,6,0,0,0
